InspeksiID,Tanggal,Bulan,NamaBulan,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,SPH,JenisTanah,Topografi,Asisten,Mandor,PemeriksaEPR,LuasInspeksi_Ha,PokokSampel,BrondolanTidakTerkutip_Butir,Brondolan_ButirPerPokok,StandarBrondolan_ButirPerPokok,DeviasiBrondolan,BuahMatangTidakDipanen_Jjg,JanjangTertinggalDiTPH,JanjangTertinggal_PerHa,BuahMentahDipanen_Jjg,TangkaiPanjang_Jjg,BJR_Kg,LossesBrondolan_KgPerHaBulan,LossesJanjang_KgPerHaBulan,EstimasiLosses_KgPerHaBulan,ProduksiPotensi_KgPerHaBulan,Losses_PersenTerhadapProduksi,EstimasiLosses_Kg,EstimasiKerugian_Rp,CurahHujanBulan_mm,Status,KategoriTemuan,TindakLanjut
LP-02727,2026-02-05,2,Feb,KPS-D-010,KPS,Estate Kampar Sentosa,Riau,D,Plasma,24.2,18,130,Gambut,Datar,Samsul Purba,Sutrisno Saragih,Imam Gunadi,2.0,50,78,1.55,2.0,-0.45,1,0,0.5,1,2,19.5,10.1,48.7,58.8,1917.0,3.07,1423.6,4100835,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02728,2026-03-13,3,Mar,KPS-D-010,KPS,Estate Kampar Sentosa,Riau,D,Plasma,24.2,18,130,Gambut,Datar,Samsul Purba,Sutrisno Saragih,Agus Simanjuntak,2.0,50,74,1.47,2.0,-0.53,0,0,0.0,2,1,19.5,9.6,0.0,9.6,1917.0,0.5,231.2,681109,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02729,2026-04-03,4,Apr,KPS-D-010,KPS,Estate Kampar Sentosa,Riau,D,Plasma,24.2,18,130,Gambut,Datar,Samsul Purba,Sutrisno Saragih,Samsul Saputra,2.0,30,34,1.12,2.0,-0.88,0,0,0.0,2,3,19.5,7.3,0.0,7.3,1917.0,0.38,176.2,520413,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02730,2026-07-13,7,Jul,KPS-D-010,KPS,Estate Kampar Sentosa,Riau,D,Plasma,24.2,18,130,Gambut,Datar,Samsul Purba,Sutrisno Saragih,Siti Manurung,2.0,30,64,2.15,2.0,0.15,0,0,0.0,0,4,19.5,14.0,0.0,14.0,1917.0,0.73,338.2,1036953,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02731,2026-03-16,3,Mar,KPS-D-011,KPS,Estate Kampar Sentosa,Riau,D,Plasma,31.8,19,130,Gambut,Bergelombang,Samsul Purba,Sutrisno Saragih,Wardi Hutapea,2.0,50,94,1.87,2.0,-0.13,1,0,0.5,0,3,20.4,12.2,51.1,63.3,1833.0,3.45,2012.3,5927402,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02732,2026-01-24,1,Jan,KPS-D-012,KPS,Estate Kampar Sentosa,Riau,D,Plasma,31.3,17,143,Podsolik Merah Kuning,Berbukit,Samsul Purba,Bayu Silalahi,Paiman Santoso,2.0,50,112,2.23,2.0,0.23,1,0,0.5,0,0,18.5,15.9,46.4,62.3,2000.0,3.12,1950.6,5636649,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02733,2026-06-04,6,Jun,KPS-D-012,KPS,Estate Kampar Sentosa,Riau,D,Plasma,31.3,17,143,Podsolik Merah Kuning,Berbukit,Samsul Purba,Bayu Silalahi,Zulkifli Harahap,2.0,30,52,1.72,2.0,-0.28,1,0,0.5,1,2,18.5,12.3,46.4,58.7,2000.0,2.93,1836.5,5625606,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02734,2026-07-22,7,Jul,KPS-D-012,KPS,Estate Kampar Sentosa,Riau,D,Plasma,31.3,17,143,Podsolik Merah Kuning,Berbukit,Samsul Purba,Bayu Silalahi,Imam Dalimunthe,2.0,25,31,1.23,2.0,-0.77,1,0,0.5,2,3,18.5,8.8,46.4,55.2,2000.0,2.76,1726.8,5294626,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02735,2026-05-06,5,Mei,KPS-D-013,KPS,Estate Kampar Sentosa,Riau,D,Plasma,24.8,19,140,Aluvial,Datar,Samsul Purba,Wulan Barus,Sutrisno Halim,2.0,25,28,1.13,2.0,-0.87,1,0,0.5,0,3,20.4,7.9,51.1,59.0,1833.0,3.22,1464.1,4367607,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02736,2026-01-26,1,Jan,KPS-D-014,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.0,13,136,Mineral,Berbukit,Samsul Purba,Bayu Silalahi,Riko Gunadi,2.0,50,100,1.99,2.0,-0.01,0,0,0.0,1,2,14.8,13.5,0.0,13.5,2250.0,0.6,406.0,1173102,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02737,2026-02-12,2,Feb,KPS-D-014,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.0,13,136,Mineral,Berbukit,Samsul Purba,Bayu Silalahi,Budi Setiawan,2.0,50,36,0.73,2.0,-1.27,0,0,0.0,0,2,14.8,5.0,0.0,5.0,2250.0,0.22,148.9,428990,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02738,2026-03-16,3,Mar,KPS-D-014,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.0,13,136,Mineral,Berbukit,Samsul Purba,Bayu Silalahi,Rahmat Situmorang,2.0,25,43,1.73,2.0,-0.27,1,0,0.5,1,0,14.8,11.8,36.9,48.6,2250.0,2.16,1459.2,4298101,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02739,2026-05-18,5,Mei,KPS-D-014,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.0,13,136,Mineral,Berbukit,Samsul Purba,Bayu Silalahi,Lukman Purba,2.0,25,34,1.34,2.0,-0.66,0,0,0.0,1,2,14.8,9.1,0.0,9.1,2250.0,0.4,273.4,815487,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02740,2026-07-12,7,Jul,KPS-D-014,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.0,13,136,Mineral,Berbukit,Samsul Purba,Bayu Silalahi,Dewi Situmorang,2.0,50,88,1.76,2.0,-0.24,0,1,0.5,0,4,14.8,12.0,36.9,48.8,2250.0,2.17,1465.3,4492784,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02741,2026-02-23,2,Feb,KPS-D-015,KPS,Estate Kampar Sentosa,Riau,D,Plasma,25.9,14,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Usman Sagala,2.0,25,28,1.1,2.0,-0.9,0,0,0.0,2,3,15.7,7.0,0.0,7.0,2250.0,0.31,182.3,525251,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02742,2026-03-19,3,Mar,KPS-D-015,KPS,Estate Kampar Sentosa,Riau,D,Plasma,25.9,14,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Eko Sitompul,2.0,25,44,1.78,2.0,-0.22,0,0,0.0,1,1,15.7,11.4,0.0,11.4,2250.0,0.51,295.1,869101,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02743,2026-05-17,5,Mei,KPS-D-015,KPS,Estate Kampar Sentosa,Riau,D,Plasma,25.9,14,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Wulan Santoso,2.0,50,96,1.91,2.0,-0.09,0,0,0.0,1,4,15.7,12.2,0.0,12.2,2250.0,0.54,316.6,944485,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02744,2026-06-25,6,Jun,KPS-D-015,KPS,Estate Kampar Sentosa,Riau,D,Plasma,25.9,14,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Candra Prasetyo,2.0,50,61,1.22,2.0,-0.78,0,0,0.0,0,3,15.7,7.8,0.0,7.8,2250.0,0.35,202.2,619478,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02745,2026-07-22,7,Jul,KPS-D-015,KPS,Estate Kampar Sentosa,Riau,D,Plasma,25.9,14,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Parjono Suhendra,2.0,25,50,1.99,2.0,-0.01,1,0,0.5,1,1,15.7,12.7,39.2,52.0,2250.0,2.31,1346.4,4128365,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02746,2026-01-05,1,Jan,KPS-D-016,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.4,7,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Yohanes Firdaus,2.0,25,60,2.4,2.0,0.4,0,0,0.0,1,3,9.0,15.4,0.0,15.4,2000.0,0.77,405.5,1171784,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02747,2026-02-17,2,Feb,KPS-D-016,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.4,7,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Darto Sitompul,2.0,50,104,2.09,2.0,0.09,1,0,0.5,2,1,9.0,13.4,22.6,36.0,2000.0,1.8,950.4,2737874,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02748,2026-04-18,4,Apr,KPS-D-016,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.4,7,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Bayu Purba,2.0,30,48,1.61,2.0,-0.39,1,0,0.5,2,1,9.0,10.3,22.6,32.9,2000.0,1.65,869.3,2567935,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02749,2026-05-09,5,Mei,KPS-D-016,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.4,7,128,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Ratna Sagala,2.0,50,96,1.92,2.0,-0.08,0,0,0.0,0,2,9.0,12.3,0.0,12.3,2000.0,0.61,324.4,967759,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02750,2026-01-06,1,Jan,KPS-D-017,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.5,17,143,Podsolik Merah Kuning,Berbukit,Samsul Purba,Bayu Silalahi,Maman Sagala,2.0,25,60,2.41,2.0,0.41,0,0,0.0,1,3,18.5,17.2,0.0,17.2,2000.0,0.86,456.6,1319537,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02751,2026-02-27,2,Feb,KPS-D-017,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.5,17,143,Podsolik Merah Kuning,Berbukit,Samsul Purba,Bayu Silalahi,Nasrul Sianturi,2.0,50,70,1.39,2.0,-0.61,1,0,0.5,0,3,18.5,9.9,46.4,56.3,2000.0,2.82,1492.3,4298861,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02752,2026-03-07,3,Mar,KPS-D-017,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.5,17,143,Podsolik Merah Kuning,Berbukit,Samsul Purba,Bayu Silalahi,Gilang Sudarmono,2.0,30,30,0.99,2.0,-1.01,1,0,0.5,0,3,18.5,7.1,46.4,53.5,2000.0,2.67,1416.5,4172466,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02753,2026-04-16,4,Apr,KPS-D-017,KPS,Estate Kampar Sentosa,Riau,D,Plasma,26.5,17,143,Podsolik Merah Kuning,Berbukit,Samsul Purba,Bayu Silalahi,Jefri Setiawan,2.0,30,44,1.48,2.0,-0.52,0,0,0.0,0,1,18.5,10.6,0.0,10.6,2000.0,0.53,280.4,828352,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02754,2026-02-19,2,Feb,KPS-D-018,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.1,12,135,Gambut,Bergelombang,Samsul Purba,Wulan Barus,Yuli Manurung,2.0,25,50,1.98,2.0,-0.02,1,0,0.5,0,2,13.8,13.4,34.5,47.9,2333.0,2.05,1440.7,4150300,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02755,2026-06-03,6,Jun,KPS-D-018,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.1,12,135,Gambut,Bergelombang,Samsul Purba,Wulan Barus,Usman Utomo,2.0,30,33,1.1,2.0,-0.9,0,0,0.0,1,2,13.8,7.4,0.0,7.4,2333.0,0.32,223.5,684620,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02756,2026-02-24,2,Feb,KPS-D-019,KPS,Estate Kampar Sentosa,Riau,D,Plasma,31.8,10,132,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Wagimin Suhendra,2.0,25,49,1.95,2.0,-0.05,0,0,0.0,2,1,11.9,12.9,0.0,12.9,2333.0,0.55,409.3,1178964,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02757,2026-03-17,3,Mar,KPS-D-019,KPS,Estate Kampar Sentosa,Riau,D,Plasma,31.8,10,132,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Ahmad Tarigan,2.0,30,49,1.62,2.0,-0.38,0,0,0.0,1,1,11.9,10.7,0.0,10.7,2333.0,0.46,340.0,1001513,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02758,2026-05-12,5,Mei,KPS-D-019,KPS,Estate Kampar Sentosa,Riau,D,Plasma,31.8,10,132,Mineral,Bergelombang,Samsul Purba,Bayu Silalahi,Tarno Ismail,2.0,25,35,1.4,2.0,-0.6,1,0,0.5,1,2,11.9,9.2,29.8,39.0,2333.0,1.67,1239.9,3698815,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02759,2026-01-11,1,Jan,KPS-D-020,KPS,Estate Kampar Sentosa,Riau,D,Plasma,29.9,19,143,Mineral,Datar,Samsul Purba,Bayu Silalahi,Slamet Siregar,2.0,30,69,2.3,2.0,0.3,0,0,0.0,0,5,20.4,16.4,0.0,16.4,1833.0,0.9,491.7,1420881,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02760,2026-03-12,3,Mar,KPS-D-020,KPS,Estate Kampar Sentosa,Riau,D,Plasma,29.9,19,143,Mineral,Datar,Samsul Purba,Bayu Silalahi,Nurdin Saragih,2.0,25,41,1.65,2.0,-0.35,0,0,0.0,0,1,20.4,11.8,0.0,11.8,1833.0,0.64,352.7,1039039,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02761,2026-06-08,6,Jun,KPS-D-020,KPS,Estate Kampar Sentosa,Riau,D,Plasma,29.9,19,143,Mineral,Datar,Samsul Purba,Bayu Silalahi,Kasno Bahari,2.0,50,68,1.37,2.0,-0.63,1,0,0.5,1,3,20.4,9.8,51.1,60.9,1833.0,3.32,1821.5,5579834,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02762,2026-04-18,4,Apr,KPS-D-021,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.9,13,128,Podsolik Merah Kuning,Datar,Samsul Purba,Sutrisno Saragih,Lestari Ramadhan,2.0,30,47,1.57,2.0,-0.43,0,0,0.0,0,4,14.8,10.0,0.0,10.0,2250.0,0.45,310.5,917148,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02763,2026-05-20,5,Mei,KPS-D-021,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.9,13,128,Podsolik Merah Kuning,Datar,Samsul Purba,Sutrisno Saragih,Nurdin Ginting,2.0,50,59,1.18,2.0,-0.82,1,0,0.5,2,3,14.8,7.6,36.9,44.4,2250.0,1.97,1372.8,4095319,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02764,2026-06-03,6,Jun,KPS-D-021,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.9,13,128,Podsolik Merah Kuning,Datar,Samsul Purba,Sutrisno Saragih,Zulkifli Utomo,2.0,30,48,1.6,2.0,-0.4,1,0,0.5,0,3,14.8,10.2,36.9,47.1,2250.0,2.09,1455.9,4459686,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02765,2026-07-06,7,Jul,KPS-D-021,KPS,Estate Kampar Sentosa,Riau,D,Plasma,30.9,13,128,Podsolik Merah Kuning,Datar,Samsul Purba,Sutrisno Saragih,Usman Tampubolon,2.0,30,41,1.36,2.0,-0.64,1,0,0.5,2,3,14.8,8.7,36.9,45.6,2250.0,2.03,1408.4,4318324,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02766,2026-02-08,2,Feb,KPS-D-022,KPS,Estate Kampar Sentosa,Riau,D,Plasma,28.0,9,138,Mineral,Bergelombang,Samsul Purba,Wulan Barus,Nasrul Santoso,2.0,30,60,1.99,2.0,-0.01,0,0,0.0,0,1,10.9,13.7,0.0,13.7,2250.0,0.61,384.5,1107529,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02767,2026-03-26,3,Mar,KPS-D-022,KPS,Estate Kampar Sentosa,Riau,D,Plasma,28.0,9,138,Mineral,Bergelombang,Samsul Purba,Wulan Barus,Agus Sinaga,2.0,30,70,2.32,2.0,0.32,1,0,0.5,0,2,10.9,16.0,27.4,43.4,2250.0,1.93,1214.7,3578066,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02768,2026-04-03,4,Apr,KPS-D-022,KPS,Estate Kampar Sentosa,Riau,D,Plasma,28.0,9,138,Mineral,Bergelombang,Samsul Purba,Wulan Barus,Joko Kusuma,2.0,50,73,1.46,2.0,-0.54,0,0,0.0,1,2,10.9,10.1,0.0,10.1,2250.0,0.45,282.1,833223,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02769,2026-01-19,1,Jan,KPS-D-023,KPS,Estate Kampar Sentosa,Riau,D,Plasma,29.1,14,135,Podsolik Merah Kuning,Bergelombang,Samsul Purba,Wulan Barus,Untung Purba,2.0,30,50,1.67,2.0,-0.33,0,0,0.0,0,1,15.7,11.3,0.0,11.3,2250.0,0.5,328.0,947907,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02770,2026-04-07,4,Apr,KPS-D-023,KPS,Estate Kampar Sentosa,Riau,D,Plasma,29.1,14,135,Podsolik Merah Kuning,Bergelombang,Samsul Purba,Wulan Barus,Lestari Butar-butar,2.0,30,78,2.6,2.0,0.6,0,0,0.0,2,0,15.7,17.6,0.0,17.6,2250.0,0.78,510.7,1508591,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02771,2026-07-20,7,Jul,KPS-D-023,KPS,Estate Kampar Sentosa,Riau,D,Plasma,29.1,14,135,Podsolik Merah Kuning,Bergelombang,Samsul Purba,Wulan Barus,Wagimin Simanjuntak,2.0,30,44,1.47,2.0,-0.53,1,0,0.5,0,1,15.7,9.9,39.2,49.2,2250.0,2.19,1430.9,4387400,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02772,2026-04-19,4,Apr,KPS-D-024,KPS,Estate Kampar Sentosa,Riau,D,Plasma,28.6,9,140,Podsolik Merah Kuning,Datar,Samsul Purba,Bayu Silalahi,Rahmat Sagala,2.0,30,59,1.96,2.0,-0.04,1,0,0.5,1,2,10.9,13.7,27.4,41.1,2250.0,1.83,1175.3,3471815,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02773,2026-01-23,1,Jan,KPS-E-001,KPS,Estate Kampar Sentosa,Riau,E,Plasma,25.8,18,138,Mineral,Datar,Sutrisno Kurniawan,Umar Halim,Herman Hutapea,2.0,25,47,1.87,2.0,-0.13,0,0,0.0,1,3,19.5,12.9,0.0,12.9,1917.0,0.67,332.9,961973,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02774,2026-02-15,2,Feb,KPS-E-001,KPS,Estate Kampar Sentosa,Riau,E,Plasma,25.8,18,138,Mineral,Datar,Sutrisno Kurniawan,Umar Halim,Yohanes Prasetyo,2.0,50,75,1.5,2.0,-0.5,0,0,0.0,1,5,19.5,10.3,0.0,10.3,1917.0,0.54,267.0,769227,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02775,2026-06-15,6,Jun,KPS-E-001,KPS,Estate Kampar Sentosa,Riau,E,Plasma,25.8,18,138,Mineral,Datar,Sutrisno Kurniawan,Umar Halim,Herman Wijaya,2.0,30,39,1.29,2.0,-0.71,0,0,0.0,1,1,19.5,8.9,0.0,8.9,1917.0,0.46,229.6,703469,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02776,2026-02-17,2,Feb,KPS-E-002,KPS,Estate Kampar Sentosa,Riau,E,Plasma,24.7,9,143,Mineral,Datar,Sutrisno Kurniawan,Umar Halim,Nurdin Rachman,2.0,25,30,1.22,2.0,-0.78,0,0,0.0,0,2,10.9,8.7,0.0,8.7,2250.0,0.39,215.5,620665,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02777,2026-06-20,6,Jun,KPS-E-002,KPS,Estate Kampar Sentosa,Riau,E,Plasma,24.7,9,143,Mineral,Datar,Sutrisno Kurniawan,Umar Halim,Joko Butar-butar,2.0,50,36,0.73,2.0,-1.27,0,0,0.0,0,2,10.9,5.2,0.0,5.2,2250.0,0.23,128.9,394923,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02778,2026-07-23,7,Jul,KPS-E-002,KPS,Estate Kampar Sentosa,Riau,E,Plasma,24.7,9,143,Mineral,Datar,Sutrisno Kurniawan,Umar Halim,Nanda Kurniawan,2.0,30,56,1.86,2.0,-0.14,1,0,0.5,1,1,10.9,13.3,27.4,40.7,2250.0,1.81,1004.6,3080390,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02779,2026-03-24,3,Mar,KPS-E-003,KPS,Estate Kampar Sentosa,Riau,E,Plasma,26.7,12,130,Podsolik Merah Kuning,Datar,Sutrisno Kurniawan,Nanda Hartanto,Eko Tampubolon,2.0,30,46,1.54,2.0,-0.46,1,0,0.5,0,2,13.8,10.0,34.5,44.5,2333.0,1.91,1188.4,3500577,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02780,2026-05-23,5,Mei,KPS-E-003,KPS,Estate Kampar Sentosa,Riau,E,Plasma,26.7,12,130,Podsolik Merah Kuning,Datar,Sutrisno Kurniawan,Nanda Hartanto,Candra Nasution,2.0,50,79,1.58,2.0,-0.42,0,0,0.0,1,2,13.8,10.3,0.0,10.3,2333.0,0.44,274.2,818020,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02781,2026-06-06,6,Jun,KPS-E-003,KPS,Estate Kampar Sentosa,Riau,E,Plasma,26.7,12,130,Podsolik Merah Kuning,Datar,Sutrisno Kurniawan,Nanda Hartanto,Deni Sianturi,2.0,25,22,0.9,2.0,-1.1,0,0,0.0,2,3,13.8,5.8,0.0,5.8,2333.0,0.25,156.2,478469,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02782,2026-02-26,2,Feb,KPS-E-004,KPS,Estate Kampar Sentosa,Riau,E,Plasma,30.8,10,140,Podsolik Merah Kuning,Datar,Sutrisno Kurniawan,Nanda Hartanto,Imam Ismail,2.0,30,32,1.05,2.0,-0.95,1,0,0.5,0,2,11.9,7.3,29.8,37.1,2333.0,1.59,1142.7,3291695,262.4,Sesuai Standar,Minor,Monitoring rutin
LP-02783,2026-04-07,4,Apr,KPS-E-004,KPS,Estate Kampar Sentosa,Riau,E,Plasma,30.8,10,140,Podsolik Merah Kuning,Datar,Sutrisno Kurniawan,Nanda Hartanto,Irwan Handoko,2.0,50,72,1.43,2.0,-0.57,0,0,0.0,0,3,11.9,10.0,0.0,10.0,2333.0,0.43,308.3,910723,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02784,2026-05-13,5,Mei,KPS-E-004,KPS,Estate Kampar Sentosa,Riau,E,Plasma,30.8,10,140,Podsolik Merah Kuning,Datar,Sutrisno Kurniawan,Nanda Hartanto,Bambang Nasution,2.0,50,22,0.44,2.0,-1.56,0,0,0.0,0,3,11.9,3.1,0.0,3.1,2333.0,0.13,94.9,282998,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02785,2026-01-17,1,Jan,KPS-E-005,KPS,Estate Kampar Sentosa,Riau,E,Plasma,29.0,11,132,Gambut,Bergelombang,Sutrisno Kurniawan,Nanda Hartanto,Nanda Suhendra,2.0,25,56,2.25,2.0,0.25,1,0,0.5,2,2,12.8,14.9,32.1,47.0,2333.0,2.01,1362.3,3936566,304.9,Sesuai Standar,Minor,Monitoring rutin
LP-02786,2026-04-09,4,Apr,KPS-E-005,KPS,Estate Kampar Sentosa,Riau,E,Plasma,29.0,11,132,Gambut,Bergelombang,Sutrisno Kurniawan,Nanda Hartanto,Dedi Saragih,2.0,25,29,1.17,2.0,-0.83,0,0,0.0,2,2,12.8,7.7,0.0,7.7,2333.0,0.33,223.9,661499,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02787,2026-06-20,6,Jun,KPS-E-005,KPS,Estate Kampar Sentosa,Riau,E,Plasma,29.0,11,132,Gambut,Bergelombang,Sutrisno Kurniawan,Nanda Hartanto,Lukman Situmorang,2.0,30,50,1.67,2.0,-0.33,0,0,0.0,1,3,12.8,11.0,0.0,11.0,2333.0,0.47,319.6,979140,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02788,2026-07-22,7,Jul,KPS-E-005,KPS,Estate Kampar Sentosa,Riau,E,Plasma,29.0,11,132,Gambut,Bergelombang,Sutrisno Kurniawan,Nanda Hartanto,Maman Situmorang,2.0,25,48,1.92,2.0,-0.08,0,0,0.0,1,1,12.8,12.7,0.0,12.7,2333.0,0.54,367.5,1126769,68.0,Sesuai Standar,Minor,Monitoring rutin
LP-02789,2026-03-27,3,Mar,KPS-E-006,KPS,Estate Kampar Sentosa,Riau,E,Plasma,25.9,21,135,Mineral,Bergelombang,Sutrisno Kurniawan,Ahmad Saputra,Marwan Rachman,2.0,50,120,2.4,2.0,0.4,1,0,0.5,1,2,22.3,16.2,55.9,72.1,1667.0,4.32,1866.7,5498639,223.4,Sesuai Standar,Minor,Monitoring rutin
LP-02790,2026-04-25,4,Apr,KPS-E-006,KPS,Estate Kampar Sentosa,Riau,E,Plasma,25.9,21,135,Mineral,Bergelombang,Sutrisno Kurniawan,Ahmad Saputra,Gunawan Sudarmono,2.0,50,100,2.01,2.0,0.01,0,0,0.0,1,2,22.3,13.6,0.0,13.6,1667.0,0.81,351.4,1038009,166.8,Sesuai Standar,Minor,Monitoring rutin
LP-02791,2026-06-25,6,Jun,KPS-E-006,KPS,Estate Kampar Sentosa,Riau,E,Plasma,25.9,21,135,Mineral,Bergelombang,Sutrisno Kurniawan,Ahmad Saputra,Oki Mangunsong,2.0,30,56,1.88,2.0,-0.12,0,0,0.0,0,0,22.3,12.7,0.0,12.7,1667.0,0.76,328.7,1006811,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02792,2026-05-05,5,Mei,KPS-E-007,KPS,Estate Kampar Sentosa,Riau,E,Plasma,31.8,9,136,Gambut,Berbukit,Sutrisno Kurniawan,Umar Halim,Tono Fauzi,2.0,50,66,1.31,2.0,-0.69,1,0,0.5,0,4,10.9,8.9,27.4,36.3,2250.0,1.61,1153.8,3442014,132.6,Sesuai Standar,Minor,Monitoring rutin
LP-02793,2026-06-12,6,Jun,KPS-E-007,KPS,Estate Kampar Sentosa,Riau,E,Plasma,31.8,9,136,Gambut,Berbukit,Sutrisno Kurniawan,Umar Halim,Firman Saputra,2.0,25,58,2.34,2.0,0.34,0,0,0.0,2,2,10.9,15.9,0.0,15.9,2250.0,0.71,506.0,1550024,77.7,Sesuai Standar,Minor,Monitoring rutin
LP-02794,2026-07-25,7,Jul,KPS-E-007,KPS,Estate Kampar Sentosa,Riau,E,Plasma,31.8,9,136,Gambut,Berbukit,Sutrisno Kurniawan,Umar Halim,Zainal Manurung,2.0,50,106,2.13,2.0,0.13,1,0,0.5,1,2,10.9,14.5,27.4,41.9,2250.0,1.86,1331.1,4081388,68.0,Sesuai Standar,Minor,Monitoring rutin
