SortasiID,Tanggal,Bulan,NamaBulan,PKS,Wilayah,EstateKode,EstateAsal,Afdeling,StatusKebun,NoKendaraan,Supir,JumlahJanjang,Berat_Ton,JanjangMatang_Persen,JanjangMentah_Persen,JanjangLewatMatang_Persen,JanjangKosong_Persen,TangkaiPanjang_Persen,Brondolan_Kg,RestanJam,ALB_Persen,GradeTBS,Penalti_Rp,PetugasSortasi
SRT-006267,2026-02-20,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 3339 CG,Sri Ginting,394,6.4,92.8,3.7,2.5,1.0,4.1,632,2.0,2.36,B,414001,Gilang Siregar
SRT-006268,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 6922 DF,Jumadi Purba,435,8.45,92.6,4.1,3.1,0.1,3.9,722,11.2,3.08,B,331361,Mulyadi Fauzi
SRT-006269,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 8341 HC,Rahmat Harahap,385,6.11,98.6,0.6,0.0,0.7,2.7,591,15.1,3.24,A,0,Umar Ginting
SRT-006270,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 8247 HA,Slamet Dalimunthe,645,9.14,95.5,1.3,2.8,0.4,2.0,946,12.7,3.48,A,0,Gunawan Nasution
SRT-006271,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 5196 AD,Jefri Tampubolon,443,8.85,92.6,3.0,4.4,0.0,1.8,538,14.7,3.57,A,0,Priyo Sembiring
SRT-006272,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 1917 GJ,Yusuf Effendi,545,6.33,95.1,3.0,1.8,0.1,4.1,692,20.5,3.82,B,231056,Tarno Sianturi
SRT-006273,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 7694 DH,Agus Kusuma,529,8.05,94.1,1.3,4.2,0.4,2.9,757,20.4,3.29,B,437632,Untung Bahari
SRT-006274,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 8727 BA,Yuli Nugroho,593,6.88,94.6,0.6,3.3,1.5,1.0,659,12.9,3.12,A,0,Eko Ismail
SRT-006275,2026-02-21,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 2042 EF,Darto Kurniawan,658,7.3,90.5,2.6,5.7,1.3,2.7,651,3.9,2.7,A,0,Imam Gunadi
SRT-006276,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 9931 FA,Wulan Prasetyo,587,6.89,95.3,1.6,2.5,0.6,1.5,597,13.0,2.86,A,0,Usman Firdaus
SRT-006277,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 6155 CH,Hendra Kusuma,442,7.32,95.6,2.9,1.0,0.6,1.7,551,14.4,3.76,A,0,Ade Mangunsong
SRT-006278,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 6364 CJ,Candra Kusuma,395,6.04,93.1,2.4,4.1,0.4,3.1,510,18.0,3.56,B,451571,Guntur Nugroho
SRT-006279,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 8678 DB,Paiman Handoko,558,6.63,92.9,2.0,4.3,0.9,2.6,593,11.3,3.03,A,0,Usman Hartanto
SRT-006280,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 6997 JG,Sutrisno Suhendra,695,8.27,92.2,4.5,2.8,0.5,0.4,704,22.5,3.84,B,305514,Sutrisno Nasution
SRT-006281,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 7251 CJ,Herman Kusuma,502,8.33,91.9,2.2,4.8,1.1,1.9,860,15.2,3.47,A,0,Ratna Saputra
SRT-006282,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 8284 DD,Firman Sembiring,648,9.01,94.4,1.9,2.4,1.3,3.2,930,19.2,3.46,B,731802,Samsul Mangunsong
SRT-006283,2026-02-23,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 6810 JJ,Guntur Saputra,499,8.51,93.4,2.8,3.0,0.9,3.7,685,12.6,3.17,A,0,Teguh Lubis
SRT-006284,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 8433 JH,Mulyadi Nugroho,354,5.64,92.4,1.3,5.2,1.1,3.8,437,11.8,3.28,A,0,Guntur Nasution
SRT-006285,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 1497 BB,Tono Yusril,431,8.32,92.4,3.0,4.1,0.6,2.5,617,21.0,3.73,B,459799,Jumadi Firdaus
SRT-006286,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 1145 DE,Wardi Pratama,447,7.15,92.6,3.7,2.8,0.9,1.9,547,18.4,3.88,B,635609,Maman Firdaus
SRT-006287,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 2694 AE,Zainal Firdaus,395,7.15,93.0,1.5,3.9,1.5,1.1,667,12.5,2.99,A,0,Yuli Sudarmono
SRT-006288,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 6822 DE,Guntur Lubis,467,7.31,96.1,2.3,0.8,0.9,1.9,537,24.9,3.99,B,573938,Parjono Sudarmono
SRT-006289,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 6184 DK,Candra Gunadi,549,8.26,93.4,1.9,3.9,0.8,2.1,869,9.6,2.83,A,0,Guntur Harahap
SRT-006290,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 2629 BK,Rudi Fauzi,559,8.95,93.3,3.5,2.7,0.5,2.4,569,8.2,2.77,B,730472,Wulan Effendi
SRT-006291,2026-02-24,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 3061 BK,Ade Lubis,450,8.28,89.8,4.1,5.2,0.9,2.7,833,14.8,2.95,B,488039,Nanda Simanjuntak
SRT-006292,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 3343 BG,Krisna Prasetyo,377,6.82,94.2,2.5,2.4,0.9,3.5,487,11.8,2.74,A,0,Darto Wibowo
SRT-006293,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 7435 JD,Maman Utomo,545,6.86,94.0,2.2,2.3,1.5,3.5,614,19.7,3.67,B,263668,Edi Suhendra
SRT-006294,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 3999 BH,Hadi Halim,369,6.31,91.1,4.7,2.6,1.6,2.5,415,13.7,3.62,B,276910,Riko Harahap
SRT-006295,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 8955 EG,Dedi Sitompul,673,7.6,95.8,1.5,1.7,0.9,2.5,763,18.4,3.38,B,336483,Joko Sinaga
SRT-006296,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 5350 BE,Dedi Fauzi,496,8.31,90.6,3.5,5.2,0.8,0.8,801,26.3,4.16,B,643624,Oki Gunadi
SRT-006297,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 8628 GJ,Oki Ismail,489,6.82,90.3,2.8,5.4,1.6,2.3,580,19.4,4.41,B,541663,Zainal Santoso
SRT-006298,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 6334 GG,Candra Maulana,463,5.94,93.0,2.8,2.9,1.4,0.8,557,23.1,3.71,B,397494,Deni Purba
SRT-006299,2026-02-25,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 4319 DA,Hendra Wijaya,433,8.36,95.3,0.8,3.1,0.8,3.7,917,8.5,2.73,A,0,Paiman Pratama
SRT-006300,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 1881 KF,Candra Adiputra,487,6.32,92.0,2.4,4.4,1.2,1.2,457,6.1,2.29,A,0,Slamet Handoko
SRT-006301,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 9330 CC,Riko Wijaya,354,5.63,92.7,3.1,2.3,1.9,2.9,355,11.1,3.37,B,253109,Usman Manurung
SRT-006302,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 6994 CF,Zainal Sembiring,755,8.87,94.1,3.2,1.8,0.9,3.5,539,14.9,3.37,B,489634,Feri Ramadhan
SRT-006303,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 4822 GK,Wahyu Situmorang,790,9.06,93.7,1.5,4.7,0.0,2.5,911,17.7,3.31,A,0,Edi Sianturi
SRT-006304,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 7516 CJ,Irwan Purba,546,7.86,93.9,2.6,3.5,0.0,3.8,795,22.4,3.78,B,462524,Ahmad Sembiring
SRT-006305,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 8965 GE,Edi Halim,571,6.42,90.6,2.9,5.8,0.6,2.8,545,14.1,3.09,A,0,Hendra Situmorang
SRT-006306,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 4172 FK,Ahmad Butar-butar,461,6.04,91.3,3.8,3.9,1.0,0.6,541,11.9,3.08,B,428933,Gilang Nasution
SRT-006307,2026-02-26,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 4800 KJ,Ratna Yusril,377,5.5,92.0,4.1,3.8,0.0,3.6,473,15.6,3.06,B,465632,Imam Anggara
SRT-006308,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 1215 AB,Hendra Halim,454,8.82,91.3,4.0,3.2,1.4,2.6,792,10.4,2.96,B,790263,Nurdin Simanjuntak
SRT-006309,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 7628 DC,Untung Kurniawan,665,7.56,92.6,1.4,5.6,0.4,0.0,466,13.0,2.86,A,0,Wahyu Gunadi
SRT-006310,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 2814 DB,Hendra Harahap,611,9.01,92.2,1.8,4.8,1.2,3.9,703,16.5,3.46,A,0,Ahmad Tampubolon
SRT-006311,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 7882 BH,Marwan Effendi,365,5.77,90.7,3.6,4.3,1.3,4.2,465,16.8,3.35,B,302427,Darto Sudarmono
SRT-006312,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 5304 CH,Edi Saputra,495,8.07,91.8,3.0,3.8,1.4,2.5,757,16.8,3.39,A,0,Teguh Anggara
SRT-006313,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 3696 KD,Sri Ginting,607,7.99,93.1,2.9,3.2,0.9,2.8,808,22.0,3.68,B,386296,Oki Sagala
SRT-006314,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 1640 HH,Teguh Anggara,334,6.6,99.4,0.6,0.0,0.0,3.1,538,8.7,2.84,A,0,Feri Tampubolon
SRT-006315,2026-02-27,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 8478 AH,Kurnia Hartanto,559,8.01,94.9,0.8,4.0,0.3,1.8,683,15.7,3.36,A,0,Nasrul Effendi
SRT-006316,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 8243 HH,Sri Prasetyo,477,6.24,91.3,4.1,3.7,0.9,2.9,511,15.8,3.21,B,483860,Untung Handoko
SRT-006317,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 7224 BC,Ratna Bahari,638,8.93,92.4,3.5,4.0,0.0,2.8,899,20.3,3.61,B,396101,Jefri Setiawan
SRT-006318,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 5941 AK,Wardi Anggara,381,6.13,96.2,1.1,2.0,0.7,2.6,523,8.3,2.89,A,0,Latif Wibowo
SRT-006319,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 2663 FA,Yohanes Kurniawan,359,5.97,96.6,1.6,1.1,0.7,5.2,508,8.9,2.43,A,0,Ade Setiawan
SRT-006320,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 9666 KJ,Hendra Simanjuntak,389,6.87,93.6,3.0,3.4,0.0,2.0,447,7.9,2.43,A,0,Umar Panjaitan
SRT-006321,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 4382 GE,Sutrisno Tarigan,343,5.61,96.1,1.3,1.9,0.6,1.3,525,10.3,3.08,A,0,Krisna Sitompul
SRT-006322,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 4230 CG,Bayu Simanjuntak,444,5.57,91.2,1.9,5.4,1.5,2.9,351,15.1,3.36,A,0,Ade Sembiring
SRT-006323,2026-02-28,2,Feb,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 5703 JK,Bambang Utomo,296,5.54,92.1,4.3,3.5,0.2,1.0,428,16.0,3.24,B,258428,Ade Firdaus
SRT-006324,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 6131 HJ,Mulyadi Ismail,582,7.95,92.0,3.3,3.4,1.3,1.1,703,12.2,3.31,B,282951,Nanda Saputra
SRT-006325,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 5926 KF,Untung Rachman,348,6.25,93.5,2.7,2.4,1.4,2.8,637,9.4,2.95,A,0,Iwan Butar-butar
SRT-006326,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 8402 BB,Bambang Suhendra,689,8.73,92.3,4.0,3.0,0.7,2.7,539,17.8,3.53,B,322497,Zainal Hutapea
SRT-006327,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 4179 DE,Endang Hutapea,333,5.75,91.5,3.8,3.6,1.1,1.8,593,15.0,2.95,B,348590,Parjono Bahari
SRT-006328,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 7735 JG,Sutrisno Hartanto,298,5.69,93.5,2.9,2.5,1.1,2.3,369,13.8,2.64,A,0,Ahmad Ismail
SRT-006329,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 2997 EA,Zainal Maulana,411,8.18,93.8,4.3,1.3,0.5,2.6,592,11.2,3.16,B,721501,Sutrisno Sembiring
SRT-006330,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 3462 DD,Firman Effendi,484,5.65,91.2,3.2,4.8,0.8,1.8,404,13.3,3.25,B,267081,Lestari Saputra
SRT-006331,2026-03-02,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 8233 AE,Latif Kusuma,458,7.74,96.8,0.0,2.6,0.7,2.8,518,11.6,3.12,A,0,Nasrul Handoko
SRT-006332,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 4173 EC,Jumadi Kusuma,522,7.83,91.3,3.3,4.6,0.8,1.9,672,14.9,3.0,B,662237,Yusuf Maulana
SRT-006333,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 1582 FJ,Eko Sagala,380,5.69,93.5,2.4,2.9,1.3,3.0,395,13.0,3.08,A,0,Untung Maulana
SRT-006334,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 4634 JF,Fajar Hartanto,615,7.64,95.4,2.6,1.2,0.9,2.7,531,5.9,2.48,A,0,Deni Saragih
SRT-006335,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 9853 JH,Deni Anggara,298,5.57,90.1,4.8,3.8,1.3,2.0,560,8.1,2.88,B,492513,Priyo Mangunsong
SRT-006336,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 7449 AC,Nurdin Butar-butar,630,7.39,92.8,2.6,3.9,0.6,1.4,773,16.4,3.35,A,0,Yusuf Panjaitan
SRT-006337,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 8941 EF,Zulkifli Rachman,365,6.69,88.9,3.4,6.0,1.7,1.9,532,17.9,3.54,B,502777,Slamet Mahendra
SRT-006338,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 9099 BG,Kurnia Effendi,398,6.0,99.1,0.1,0.0,0.7,3.4,562,12.4,3.38,A,0,Nurdin Rachman
SRT-006339,2026-03-03,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 8155 BH,Yohanes Saragih,449,6.24,87.3,4.3,8.0,0.3,3.1,628,10.3,2.89,B,368842,Paiman Manurung
SRT-006340,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 4512 DD,Priyo Tampubolon,612,9.05,95.5,0.7,3.1,0.8,2.6,646,11.1,2.86,A,0,Zulkifli Ginting
SRT-006341,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 1468 KD,Yanto Prasetyo,444,7.57,93.8,3.1,2.8,0.3,3.2,713,5.7,2.51,B,486102,Wardi Harahap
SRT-006342,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 8501 KA,Untung Situmorang,308,6.11,92.2,3.0,3.3,1.5,1.5,426,24.0,3.95,B,405982,Yanto Mahendra
SRT-006343,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 2229 BG,Ahmad Saputra,504,8.05,96.4,2.1,1.6,0.0,3.3,634,9.5,3.11,A,0,Darto Effendi
SRT-006344,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 1816 BE,Maman Rachman,553,9.11,92.1,4.1,2.8,1.1,2.0,660,7.7,2.71,B,550384,Marni Saragih
SRT-006345,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 8441 DE,Parjono Adiputra,388,6.48,96.2,1.3,2.5,0.0,3.0,493,12.8,2.96,A,0,Dewi Manurung
SRT-006346,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 8092 DG,Sutrisno Saputra,546,8.24,94.5,3.1,1.6,0.7,1.7,834,17.7,3.62,B,311819,Feri Harahap
SRT-006347,2026-03-04,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 8250 CH,Nasrul Sanjaya,343,5.55,90.9,4.8,3.8,0.5,2.9,454,18.4,3.5,B,257907,Tarno Tampubolon
SRT-006348,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 5338 BJ,Darto Yusril,407,5.97,92.7,5.6,1.3,0.4,2.1,593,21.8,3.81,B,330079,Zulkifli Purba
SRT-006349,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 9873 GF,Samsul Mangunsong,290,5.76,96.2,2.4,1.4,0.0,2.6,489,10.6,3.07,A,0,Yusuf Setiawan
SRT-006350,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 7058 HC,Latif Nasution,321,6.32,91.7,1.6,5.4,1.3,1.6,683,14.1,3.17,A,0,Zulkifli Mahendra
SRT-006351,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 4093 DD,Yanto Purba,318,5.86,97.0,2.2,0.0,0.8,2.2,564,19.3,3.51,B,371560,Agus Utomo
SRT-006352,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 1523 AK,Nasrul Wijaya,646,8.43,90.3,2.6,6.1,1.0,4.1,590,14.2,3.2,A,0,Fajar Pratama
SRT-006353,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 1902 FJ,Slamet Sinaga,308,5.97,95.6,1.2,2.2,1.0,2.5,607,9.2,2.78,A,0,Gilang Ramadhan
SRT-006354,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 9215 CG,Teguh Sembiring,551,7.04,93.7,2.4,3.2,0.7,1.9,498,10.8,3.34,A,0,Slamet Prasetyo
SRT-006355,2026-03-05,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 8942 GK,Wagimin Prasetyo,656,8.58,93.7,1.6,3.8,0.9,1.8,925,26.0,4.37,B,332802,Wagimin Damanik
SRT-006356,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 7480 KE,Nasrul Wijaya,400,7.33,93.0,2.5,4.0,0.6,2.4,473,14.5,3.05,A,0,Feri Sembiring
SRT-006357,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 4620 CJ,Iwan Sembiring,672,8.77,94.7,1.6,2.7,1.0,2.2,578,11.6,2.84,A,0,Imam Firdaus
SRT-006358,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 7875 JA,Marwan Bahari,682,7.98,91.3,2.9,4.7,1.2,2.0,784,20.8,3.9,B,490306,Ade Anggara
SRT-006359,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 9669 DB,Ahmad Santoso,388,6.89,90.5,3.0,5.6,0.9,2.6,458,18.1,3.27,B,336951,Wardi Yusril
SRT-006360,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 5157 KG,Slamet Mangunsong,425,6.44,94.7,2.4,3.0,0.0,0.9,585,19.6,3.46,B,398722,Krisna Purba
SRT-006361,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 7465 FF,Yohanes Suhendra,529,6.91,94.4,3.5,2.1,0.0,3.7,515,15.8,3.25,B,369691,Rudi Saputra
SRT-006362,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,C,Inti,KH 8065 FB,Fajar Anggara,383,6.9,93.5,2.8,2.6,1.2,3.5,505,13.8,2.86,A,0,Nasrul Mahendra
SRT-006363,2026-03-06,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 8931 FD,Gilang Kusuma,544,7.69,91.8,3.5,4.8,0.0,3.0,613,16.3,3.46,B,581055,Latif Nasution
SRT-006364,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 4006 AG,Umar Rachman,663,9.1,95.0,3.7,1.2,0.0,1.4,763,13.1,2.98,B,715614,Eko Suhendra
SRT-006365,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 5498 CF,Nanda Ismail,298,5.59,95.2,1.2,2.7,0.8,2.3,441,13.5,3.02,A,0,Latif Fauzi
SRT-006366,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 8391 BH,Oki Saputra,294,5.55,93.6,2.1,3.6,0.8,4.4,367,21.1,3.76,B,405511,Samsul Harahap
SRT-006367,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,E,Inti,KH 1533 DJ,Kasno Silalahi,648,8.84,89.5,4.5,5.7,0.4,2.8,600,8.6,2.57,B,632006,Joko Silalahi
SRT-006368,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,D,Inti,KH 8229 JA,Lestari Siregar,391,5.98,95.3,0.0,3.3,1.4,0.7,561,2.3,2.15,A,0,Slamet Adiputra
SRT-006369,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 2368 KK,Nurdin Nugroho,336,6.0,91.4,4.7,3.7,0.2,2.2,401,15.9,3.31,B,346596,Wahyu Siregar
SRT-006370,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,F,Inti,KH 1850 GK,Jumadi Lubis,329,5.53,92.5,2.8,3.8,0.9,2.9,357,16.5,3.34,A,0,Wulan Siregar
SRT-006371,2026-03-07,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,B,Inti,KH 2675 AC,Sri Purba,387,7.62,89.9,4.6,4.4,1.1,2.0,817,15.0,3.2,B,470930,Candra Hartanto
SRT-006372,2026-03-09,3,Mar,PKS Muara Alam,Kalimantan Tengah,MRA,Estate Muara Alam,A,Inti,KH 4664 EH,Imam Pratama,329,5.89,93.7,2.4,3.2,0.7,2.0,393,9.3,2.78,A,0,Maman Nasution
