PemanenID,NamaPemanen,EstateKode,Estate,Wilayah,Afdeling,Mandor,Asisten,TanggalMasuk,MasaKerjaBulan,StatusKaryawan,HancakHa
PMN-0507,Lukman Firdaus,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yanto Sudarmono,Dewi Rachman,2017-08-12,109,BHL,17.6
PMN-0508,Candra Bahari,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Imam Rachman,Dewi Rachman,2017-05-27,111,SKU,23.1
PMN-0509,Gilang Wibowo,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Yuli Kurniawan,Dewi Rachman,2026-05-11,2,BHL,24.3
PMN-0510,Sri Dalimunthe,SRK,Estate Sungai Rangkat,Kalimantan Barat,D,Imam Rachman,Dewi Rachman,2026-03-15,4,BHL,21.5
PMN-0511,Samsul Mahendra,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Yanto Effendi,Tono Purba,2023-08-06,36,SKU,22.9
PMN-0512,Marni Mahendra,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Yanto Effendi,Tono Purba,2022-11-03,45,SKU,22.1
PMN-0513,Paiman Hutapea,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2026-04-19,3,SKU,19.7
PMN-0514,Bayu Nugroho,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Yanto Effendi,Tono Purba,2020-04-12,76,SKU,16.0
PMN-0515,Rudi Lubis,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2020-04-13,76,SKU,25.2
PMN-0516,Paiman Butar-butar,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2019-04-26,88,SKU,21.5
PMN-0517,Bambang Handoko,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Yanto Effendi,Tono Purba,2016-07-04,122,SKU,22.7
PMN-0518,Wahyu Ramadhan,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2021-08-19,60,SKU,19.2
PMN-0519,Irwan Siregar,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2026-02-08,5,BHL,21.7
PMN-0520,Oki Setiawan,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2013-02-02,164,BHL,21.1
PMN-0521,Latif Silalahi,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2026-01-08,6,BHL,18.7
PMN-0522,Priyo Mangunsong,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2026-02-25,5,BHL,18.0
PMN-0523,Irwan Hartanto,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Yanto Effendi,Tono Purba,2019-07-18,85,SKU,21.2
PMN-0524,Riko Purba,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2018-03-03,102,BHL,22.0
PMN-0525,Dewi Sembiring,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2024-11-07,21,SKU,25.5
PMN-0526,Tono Tarigan,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2026-05-16,2,SKU,25.7
PMN-0527,Dedi Dalimunthe,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2020-05-01,76,SKU,16.5
PMN-0528,Nanda Sinaga,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Yanto Effendi,Tono Purba,2025-08-05,12,SKU,16.2
PMN-0529,Oki Dalimunthe,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2025-05-29,14,BHL,23.1
PMN-0530,Ahmad Handoko,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2020-01-31,79,SKU,21.2
PMN-0531,Marwan Dalimunthe,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2025-07-23,12,BHL,14.0
PMN-0532,Bambang Mangunsong,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2011-11-12,179,BHL,14.3
PMN-0533,Iwan Lubis,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2022-12-30,43,SKU,23.8
PMN-0534,Firman Pratama,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Candra Hutapea,Tono Purba,2021-12-15,56,SKU,22.0
PMN-0535,Darto Damanik,SRK,Estate Sungai Rangkat,Kalimantan Barat,E,Rahmat Prasetyo,Tono Purba,2025-11-15,8,BHL,18.8
PMN-0536,Nurdin Pratama,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2018-01-01,104,BHL,23.9
PMN-0537,Siti Ramadhan,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2023-07-22,36,BHL,20.9
PMN-0538,Latif Utomo,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2016-05-03,124,SKU,20.3
PMN-0539,Hendra Pratama,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2012-10-17,167,SKU,19.4
PMN-0540,Eko Barus,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2022-05-10,51,SKU,21.1
PMN-0541,Wulan Kurniawan,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2014-01-31,152,SKU,14.2
PMN-0542,Priyo Anggara,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Jumadi Siregar,Slamet Utomo,2015-01-28,140,SKU,17.7
PMN-0543,Riko Ramadhan,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2026-03-20,4,SKU,22.6
PMN-0544,Riko Anggara,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2021-12-13,56,SKU,17.2
PMN-0545,Kasno Ramadhan,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2019-03-25,89,SKU,25.0
PMN-0546,Deni Fauzi,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Jumadi Siregar,Slamet Utomo,2023-03-15,41,SKU,15.7
PMN-0547,Wulan Handoko,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2013-11-21,154,BHL,14.3
PMN-0548,Untung Silalahi,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2026-02-22,5,SKU,22.9
PMN-0549,Ade Tampubolon,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2025-09-30,10,BHL,18.6
PMN-0550,Zainal Situmorang,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Jumadi Siregar,Slamet Utomo,2025-02-23,17,SKU,25.7
PMN-0551,Wulan Simanjuntak,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2013-01-25,164,SKU,21.9
PMN-0552,Usman Effendi,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2016-02-13,127,SKU,21.9
PMN-0553,Priyo Hartanto,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Firman Damanik,Slamet Utomo,2015-04-24,137,SKU,18.4
PMN-0554,Kasno Tarigan,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Jumadi Siregar,Slamet Utomo,2025-05-05,15,BHL,23.7
PMN-0555,Kasno Maulana,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2016-03-04,126,SKU,17.2
PMN-0556,Latif Dalimunthe,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Jumadi Siregar,Slamet Utomo,2014-03-31,150,BHL,23.9
PMN-0557,Wulan Siregar,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Jumadi Siregar,Slamet Utomo,2019-02-22,90,BHL,14.8
PMN-0558,Tarno Ramadhan,SRK,Estate Sungai Rangkat,Kalimantan Barat,F,Tarno Handoko,Slamet Utomo,2015-08-12,133,SKU,22.3
PMN-0559,Gilang Ginting,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2025-05-22,14,SKU,20.4
PMN-0560,Zulkifli Yusril,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2024-06-21,25,BHL,24.4
PMN-0561,Nanda Panjaitan,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2025-02-21,17,SKU,19.2
PMN-0562,Priyo Siregar,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2020-12-23,68,SKU,21.5
PMN-0563,Wardi Firdaus,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2024-11-23,20,BHL,21.6
PMN-0564,Dedi Pratama,LDP,Estate Landak Permai,Kalimantan Barat,A,Nurdin Dalimunthe,Nanda Nasution,2015-11-21,130,SKU,15.8
PMN-0565,Marni Butar-butar,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2025-08-17,11,SKU,17.3
PMN-0566,Darto Dalimunthe,LDP,Estate Landak Permai,Kalimantan Barat,A,Wulan Effendi,Nanda Nasution,2024-07-24,24,BHL,18.9
PMN-0567,Ahmad Ismail,LDP,Estate Landak Permai,Kalimantan Barat,A,Wulan Effendi,Nanda Nasution,2026-06-16,1,SKU,15.7
PMN-0568,Edi Ramadhan,LDP,Estate Landak Permai,Kalimantan Barat,A,Nurdin Dalimunthe,Nanda Nasution,2012-03-26,174,SKU,24.4
PMN-0569,Ahmad Nugroho,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2025-10-14,9,BHL,18.9
PMN-0570,Mulyadi Saputra,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2014-05-03,149,BHL,19.4
PMN-0571,Usman Mahendra,LDP,Estate Landak Permai,Kalimantan Barat,A,Wulan Effendi,Nanda Nasution,2017-12-01,105,SKU,19.3
PMN-0572,Lestari Fauzi,LDP,Estate Landak Permai,Kalimantan Barat,A,Wulan Effendi,Nanda Nasution,2012-07-22,170,SKU,16.9
PMN-0573,Imam Anggara,LDP,Estate Landak Permai,Kalimantan Barat,A,Wulan Effendi,Nanda Nasution,2025-10-31,9,BHL,21.4
PMN-0574,Edi Firdaus,LDP,Estate Landak Permai,Kalimantan Barat,A,Nurdin Dalimunthe,Nanda Nasution,2024-11-15,20,SKU,17.3
PMN-0575,Hadi Tampubolon,LDP,Estate Landak Permai,Kalimantan Barat,A,Nurdin Dalimunthe,Nanda Nasution,2025-02-26,17,BHL,21.1
PMN-0576,Kasno Firdaus,LDP,Estate Landak Permai,Kalimantan Barat,A,Wulan Effendi,Nanda Nasution,2025-07-04,13,SKU,21.0
PMN-0577,Ahmad Handoko,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2026-03-17,4,SKU,21.6
PMN-0578,Yanto Sembiring,LDP,Estate Landak Permai,Kalimantan Barat,A,Nurdin Dalimunthe,Nanda Nasution,2025-08-17,11,SKU,16.6
PMN-0579,Yuli Hartanto,LDP,Estate Landak Permai,Kalimantan Barat,A,Wulan Effendi,Nanda Nasution,2016-02-15,127,BHL,25.5
PMN-0580,Irwan Firdaus,LDP,Estate Landak Permai,Kalimantan Barat,A,Nurdin Dalimunthe,Nanda Nasution,2019-12-11,80,BHL,23.2
PMN-0581,Maman Mahendra,LDP,Estate Landak Permai,Kalimantan Barat,A,Nurdin Dalimunthe,Nanda Nasution,2018-08-29,96,BHL,17.9
PMN-0582,Fajar Sianturi,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2015-04-19,137,BHL,17.6
PMN-0583,Umar Bahari,LDP,Estate Landak Permai,Kalimantan Barat,A,Rudi Halim,Nanda Nasution,2025-05-21,14,BHL,18.7
PMN-0584,Samsul Harahap,LDP,Estate Landak Permai,Kalimantan Barat,B,Parjono Pratama,Priyo Dalimunthe,2023-01-09,43,BHL,24.5
PMN-0585,Nasrul Gunadi,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2019-11-25,81,BHL,23.9
PMN-0586,Wahyu Gunadi,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2012-07-25,170,BHL,25.3
PMN-0587,Sutrisno Ginting,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2022-03-09,53,SKU,24.5
PMN-0588,Agus Simanjuntak,LDP,Estate Landak Permai,Kalimantan Barat,B,Parjono Pratama,Priyo Dalimunthe,2017-07-31,109,SKU,16.5
PMN-0589,Tarno Sanjaya,LDP,Estate Landak Permai,Kalimantan Barat,B,Parjono Pratama,Priyo Dalimunthe,2024-10-18,21,BHL,20.5
PMN-0590,Zainal Ismail,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2013-06-18,159,BHL,23.4
PMN-0591,Deni Yusril,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2022-12-11,44,BHL,19.1
PMN-0592,Darto Effendi,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2024-12-14,19,SKU,19.0
PMN-0593,Untung Wijaya,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2024-08-01,24,SKU,24.1
PMN-0594,Teguh Nugroho,LDP,Estate Landak Permai,Kalimantan Barat,B,Parjono Pratama,Priyo Dalimunthe,2026-03-31,4,SKU,21.9
PMN-0595,Sri Lubis,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2025-07-01,13,BHL,17.4
PMN-0596,Gunawan Adiputra,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2022-10-03,46,SKU,17.1
PMN-0597,Imam Panjaitan,LDP,Estate Landak Permai,Kalimantan Barat,B,Parjono Pratama,Priyo Dalimunthe,2012-07-06,171,SKU,21.2
PMN-0598,Wardi Handoko,LDP,Estate Landak Permai,Kalimantan Barat,B,Parjono Pratama,Priyo Dalimunthe,2026-03-17,4,BHL,17.0
PMN-0599,Sutrisno Nasution,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2019-12-16,80,SKU,23.6
PMN-0600,Zulkifli Mangunsong,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2026-01-28,6,SKU,24.0
PMN-0601,Wagimin Anggara,LDP,Estate Landak Permai,Kalimantan Barat,B,Parjono Pratama,Priyo Dalimunthe,2015-05-26,136,BHL,21.1
PMN-0602,Yusuf Tampubolon,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2025-04-17,15,SKU,24.6
PMN-0603,Ratna Barus,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2012-11-02,167,BHL,24.4
PMN-0604,Paiman Situmorang,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2025-12-11,7,SKU,20.8
PMN-0605,Bambang Santoso,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2022-02-03,54,SKU,20.3
PMN-0606,Wagimin Handoko,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2026-06-09,1,SKU,19.1
PMN-0607,Tono Halim,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2016-09-18,120,SKU,18.4
PMN-0608,Yohanes Fauzi,LDP,Estate Landak Permai,Kalimantan Barat,B,Jumadi Manurung,Priyo Dalimunthe,2025-06-02,14,BHL,17.7
PMN-0609,Feri Sagala,LDP,Estate Landak Permai,Kalimantan Barat,B,Candra Sanjaya,Priyo Dalimunthe,2025-03-08,17,SKU,23.1
PMN-0610,Samsul Adiputra,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2024-09-04,23,BHL,22.4
PMN-0611,Tarno Harahap,LDP,Estate Landak Permai,Kalimantan Barat,C,Tarno Ginting,Eko Tampubolon,2025-08-30,11,SKU,17.1
PMN-0612,Riko Hartanto,LDP,Estate Landak Permai,Kalimantan Barat,C,Tarno Ginting,Eko Tampubolon,2025-11-24,8,SKU,24.4
PMN-0613,Joko Ginting,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2016-01-18,128,BHL,16.8
PMN-0614,Untung Halim,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2020-03-17,77,SKU,25.1
PMN-0615,Endang Sianturi,LDP,Estate Landak Permai,Kalimantan Barat,C,Tarno Ginting,Eko Tampubolon,2026-04-25,3,SKU,20.6
PMN-0616,Dedi Sagala,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2013-11-02,155,BHL,14.7
PMN-0617,Oki Dalimunthe,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2019-09-01,84,BHL,19.6
PMN-0618,Ratna Saragih,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2026-05-21,2,SKU,16.7
PMN-0619,Hadi Manurung,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2021-07-08,61,SKU,17.4
PMN-0620,Riko Manurung,LDP,Estate Landak Permai,Kalimantan Barat,C,Tarno Ginting,Eko Tampubolon,2020-08-19,72,BHL,17.9
PMN-0621,Wahyu Tampubolon,LDP,Estate Landak Permai,Kalimantan Barat,C,Tarno Ginting,Eko Tampubolon,2015-04-06,137,SKU,16.5
PMN-0622,Hadi Silalahi,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2019-05-16,87,BHL,17.3
PMN-0623,Krisna Prasetyo,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2016-11-13,118,SKU,22.1
PMN-0624,Ade Lubis,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2022-09-09,47,BHL,15.3
PMN-0625,Gunawan Santoso,LDP,Estate Landak Permai,Kalimantan Barat,C,Tarno Ginting,Eko Tampubolon,2025-02-20,17,SKU,25.4
PMN-0626,Joko Gunadi,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2026-05-31,2,SKU,25.2
PMN-0627,Lukman Harahap,LDP,Estate Landak Permai,Kalimantan Barat,C,Tarno Ginting,Eko Tampubolon,2018-10-31,94,BHL,16.1
PMN-0628,Tono Setiawan,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2016-12-11,117,SKU,16.4
PMN-0629,Jumadi Tarigan,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2017-03-07,114,SKU,23.3
PMN-0630,Siti Mangunsong,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2026-01-23,6,BHL,23.1
PMN-0631,Oki Sagala,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2015-07-10,134,BHL,20.2
PMN-0632,Bayu Utomo,LDP,Estate Landak Permai,Kalimantan Barat,C,Nasrul Ramadhan,Eko Tampubolon,2014-01-04,153,SKU,18.6
PMN-0633,Samsul Kurniawan,LDP,Estate Landak Permai,Kalimantan Barat,C,Dedi Sagala,Eko Tampubolon,2013-10-25,155,SKU,19.9
PMN-0634,Ade Tampubolon,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2024-08-01,24,SKU,15.2
PMN-0635,Usman Damanik,LDP,Estate Landak Permai,Kalimantan Barat,D,Paiman Simanjuntak,Krisna Adiputra,2012-05-03,173,SKU,15.0
PMN-0636,Marni Silalahi,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2025-05-04,15,BHL,19.8
PMN-0637,Agus Sianturi,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2025-07-27,12,SKU,20.0
PMN-0638,Lukman Adiputra,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2024-07-18,24,SKU,20.9
PMN-0639,Mulyadi Kurniawan,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2016-06-29,122,SKU,21.3
PMN-0640,Siti Saragih,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2022-11-17,45,BHL,15.6
PMN-0641,Priyo Simanjuntak,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2014-05-14,148,SKU,24.2
PMN-0642,Mulyadi Rachman,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2025-09-28,10,SKU,18.8
PMN-0643,Ade Sagala,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2020-04-21,76,SKU,20.2
PMN-0644,Priyo Barus,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2026-06-22,1,SKU,23.9
PMN-0645,Dedi Wibowo,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2025-03-13,16,SKU,25.2
PMN-0646,Teguh Ginting,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2013-11-13,154,BHL,18.0
PMN-0647,Candra Butar-butar,LDP,Estate Landak Permai,Kalimantan Barat,D,Paiman Simanjuntak,Krisna Adiputra,2019-03-24,89,SKU,20.9
PMN-0648,Parjono Simanjuntak,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2022-11-19,45,SKU,23.1
PMN-0649,Untung Kusuma,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2015-04-25,137,BHL,21.9
PMN-0650,Gilang Dalimunthe,LDP,Estate Landak Permai,Kalimantan Barat,D,Paiman Simanjuntak,Krisna Adiputra,2016-12-10,117,BHL,22.1
PMN-0651,Deni Prasetyo,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2024-08-05,24,BHL,21.3
PMN-0652,Eko Kurniawan,LDP,Estate Landak Permai,Kalimantan Barat,D,Sri Sembiring,Krisna Adiputra,2019-03-10,90,SKU,16.6
PMN-0653,Teguh Sanjaya,LDP,Estate Landak Permai,Kalimantan Barat,D,Paiman Simanjuntak,Krisna Adiputra,2014-11-01,143,BHL,15.3
PMN-0654,Hendra Simanjuntak,LDP,Estate Landak Permai,Kalimantan Barat,D,Umar Maulana,Krisna Adiputra,2026-05-10,2,SKU,23.7
PMN-0655,Kurnia Kurniawan,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2014-07-21,146,SKU,22.7
PMN-0656,Fajar Saragih,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2026-03-11,4,SKU,19.5
PMN-0657,Marwan Sudarmono,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2026-06-20,1,SKU,21.3
PMN-0658,Fajar Panjaitan,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2026-03-19,4,SKU,15.0
PMN-0659,Paiman Mahendra,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2016-05-16,124,BHL,23.3
PMN-0660,Feri Utomo,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2015-03-23,138,SKU,21.9
PMN-0661,Iwan Wijaya,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2023-08-08,36,SKU,14.2
PMN-0662,Zulkifli Halim,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2026-06-18,1,SKU,20.8
PMN-0663,Wulan Lubis,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2025-08-02,12,SKU,17.7
PMN-0664,Samsul Firdaus,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2026-04-30,3,SKU,14.8
PMN-0665,Ade Setiawan,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2016-10-07,119,SKU,20.7
PMN-0666,Nurdin Siregar,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2016-07-06,122,BHL,18.0
PMN-0667,Hendra Sagala,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2023-09-04,35,BHL,17.8
PMN-0668,Tono Ramadhan,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2023-03-13,41,BHL,21.2
PMN-0669,Untung Barus,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2024-12-25,19,SKU,20.9
PMN-0670,Ade Adiputra,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2019-06-08,87,BHL,14.4
PMN-0671,Usman Situmorang,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2025-05-20,14,SKU,19.0
PMN-0672,Budi Prasetyo,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2025-07-27,12,SKU,15.8
PMN-0673,Wardi Utomo,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2020-07-19,73,SKU,22.1
PMN-0674,Guntur Sembiring,LDP,Estate Landak Permai,Kalimantan Barat,E,Samsul Fauzi,Usman Handoko,2024-03-10,29,BHL,16.9
PMN-0675,Wagimin Nugroho,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2026-01-22,6,SKU,15.3
PMN-0676,Jefri Ismail,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2012-08-07,170,SKU,22.9
PMN-0677,Budi Gunadi,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2025-10-02,10,SKU,20.3
PMN-0678,Lukman Anggara,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2016-02-09,127,SKU,19.9
PMN-0679,Tono Handoko,LDP,Estate Landak Permai,Kalimantan Barat,E,Bambang Effendi,Usman Handoko,2022-02-16,54,BHL,16.8
PMN-0680,Budi Situmorang,LDP,Estate Landak Permai,Kalimantan Barat,E,Dedi Sanjaya,Usman Handoko,2025-09-23,10,SKU,23.2
