InspeksiID,Tanggal,Bulan,NamaBulan,EstateKode,Estate,Wilayah,StatusKebun,Afdeling,BlokID,LuasHancak_Ha,PemanenID,NamaPemanen,MasaKerjaBulan,KelompokMasaKerja,StatusKaryawan,Mandor,Asisten,InspekturSQA,BrondolanTidakTerkutip,BuahMatangTertinggal,BuahMentahDipanen,MutuPotongTangkai,PelepahSengkleh,SusunanPelepah,PiringanBersih,GawanganBersih,PasarPikulBersih,KerapianTPH,SkorTotal,Grade,Denda_Rp,CurahHujanBulan_mm,TindakanKorektif,StatusVerifikasi
MH-05830,2026-05-07,5,Mei,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-007,17.4,PMN-0795,Tono Yusril,20,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Hendra Sitompul,18.4,13.9,9.3,9.1,9.4,8.5,9.0,4.5,4.3,4.5,90.9,A,0,267.7,Tidak ada,Menunggu verifikasi
MH-05831,2026-05-07,5,Mei,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-019,25.5,PMN-0799,Untung Effendi,15,> 12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Dewi Lestari,19.0,13.5,9.3,8.9,8.8,9.0,8.9,4.6,4.4,4.3,90.7,A,0,267.7,Tidak ada,Menunggu verifikasi
MH-05832,2026-05-07,5,Mei,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-018,24.9,PMN-0792,Teguh Santoso,167,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Tri Wibisono,18.3,13.7,8.4,9.3,8.7,9.4,8.9,4.5,4.3,4.7,90.2,A,0,267.7,Tidak ada,Terverifikasi
MH-05833,2026-06-21,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-013,21.4,PMN-0788,Jefri Saputra,7,6-12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Dewi Lestari,17.5,13.6,8.9,8.6,8.8,8.4,8.6,4.4,4.4,4.1,87.3,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05834,2026-06-21,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-019,22.2,PMN-0803,Kasno Sembiring,17,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Tri Wibisono,18.7,14.1,9.4,9.3,9.5,9.1,9.1,4.4,4.8,4.4,92.8,A,0,180.8,Tidak ada,Terverifikasi
MH-05835,2026-06-21,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-014,22.9,PMN-0805,Hadi Nugroho,113,> 12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Ratna Kusumaningrum,19.1,13.3,9.1,8.5,8.5,9.4,9.5,4.8,4.7,4.7,91.6,A,0,180.8,Tidak ada,Menunggu verifikasi
MH-05836,2026-06-21,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-006,20.1,PMN-0800,Krisna Purba,15,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Dewi Lestari,17.0,12.6,8.7,9.3,8.6,8.6,8.7,4.5,4.5,4.4,86.9,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05837,2026-06-21,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-016,15.2,PMN-0801,Fajar Sitompul,38,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Hendra Sitompul,18.1,13.5,9.2,9.3,9.3,8.5,8.7,4.5,4.3,4.7,90.1,A,0,180.8,Tidak ada,Terverifikasi
MH-05838,2026-06-21,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-011,22.3,PMN-0794,Priyo Barus,1,< 6 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Tri Wibisono,13.4,11.0,8.5,7.8,8.3,8.0,7.7,4.3,4.3,3.9,77.2,C,35000,180.8,Kutip ulang + coaching mandor,Terverifikasi
MH-05839,2026-06-27,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-008,15.3,PMN-0804,Eko Effendi,7,6-12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Ratna Kusumaningrum,16.9,12.6,9.0,8.1,9.0,8.5,8.9,4.4,4.5,4.2,86.1,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05840,2026-06-27,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-020,21.8,PMN-0790,Agus Prasetyo,11,6-12 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,16.7,13.2,8.8,8.5,9.1,8.1,8.5,4.4,4.2,4.4,85.9,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05841,2026-06-27,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-015,22.3,PMN-0794,Priyo Barus,1,< 6 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,14.2,10.9,7.8,8.0,8.6,8.0,8.5,3.8,3.7,3.7,77.2,C,35000,180.8,Kutip ulang + coaching mandor,Terverifikasi
MH-05842,2026-06-27,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-020,25.5,PMN-0799,Untung Effendi,15,> 12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Dewi Lestari,16.9,12.5,8.9,9.3,8.5,8.8,9.0,4.4,4.6,4.2,87.1,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05843,2026-06-27,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-007,20.1,PMN-0800,Krisna Purba,15,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Tri Wibisono,18.5,13.2,9.5,9.3,9.5,8.9,8.4,4.2,4.5,4.5,90.5,A,0,180.8,Tidak ada,Terverifikasi
MH-05844,2026-06-27,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-007,21.1,PMN-0798,Krisna Ramadhan,11,6-12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Tri Wibisono,17.2,13.6,8.5,9.1,8.7,8.7,9.1,4.1,4.1,4.0,87.1,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05845,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-012,17.4,PMN-0789,Imam Santoso,10,6-12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,17.9,12.3,8.8,8.8,8.6,8.4,8.8,4.2,4.6,4.6,87.0,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05846,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-024,21.8,PMN-0790,Agus Prasetyo,11,6-12 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Tri Wibisono,16.8,12.8,8.5,8.4,8.9,8.6,8.1,4.3,4.1,4.3,84.8,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05847,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-024,17.7,PMN-0802,Priyo Harahap,45,> 12 bulan,SKU,Kasno Butar-butar,Hendra Kurniawan,Tri Wibisono,16.8,13.9,8.6,9.1,9.2,8.5,8.7,4.4,4.2,4.4,87.8,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05848,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-023,22.4,PMN-0796,Bambang Sembiring,4,< 6 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Ratna Kusumaningrum,13.1,9.7,8.3,8.6,7.5,8.4,8.6,3.9,4.1,3.8,76.0,C,35000,180.8,Kutip ulang + coaching mandor,Terverifikasi
MH-05849,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-005,25.4,PMN-0791,Wahyu Tampubolon,61,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Hendra Sitompul,18.1,13.6,8.8,9.5,9.2,8.5,9.5,4.3,4.4,4.2,90.1,A,0,180.8,Tidak ada,Terverifikasi
MH-05850,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-001,22.2,PMN-0807,Sri Saragih,93,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Yanuar Santika,18.3,12.7,9.1,9.3,8.5,8.4,9.2,4.7,4.5,4.7,89.4,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05851,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-014,25.5,PMN-0799,Untung Effendi,15,> 12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Yanuar Santika,18.6,13.0,8.5,9.3,9.0,9.1,8.8,4.6,4.4,4.3,89.6,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05852,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-014,17.4,PMN-0789,Imam Santoso,10,6-12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,17.6,12.0,8.8,8.9,8.3,8.3,8.5,4.0,4.2,4.6,85.2,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05853,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-002,22.2,PMN-0803,Kasno Sembiring,17,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Tri Wibisono,16.6,14.1,8.7,9.4,9.6,8.6,9.1,4.7,4.8,4.3,89.9,B,0,180.8,Pengarahan ringan,Terverifikasi
MH-05854,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-013,22.4,PMN-0796,Bambang Sembiring,4,< 6 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,14.2,9.9,7.8,7.6,7.6,7.5,7.5,3.8,4.3,3.9,74.1,C,35000,180.8,Kutip ulang + coaching mandor,Terverifikasi
MH-05855,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-016,17.4,PMN-0795,Tono Yusril,20,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Ratna Kusumaningrum,16.7,12.7,8.5,8.8,9.3,9.2,9.5,4.6,4.7,4.7,88.7,B,0,180.8,Pengarahan ringan,Menunggu verifikasi
MH-05856,2026-06-03,6,Jun,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-002,22.9,PMN-0805,Hadi Nugroho,113,> 12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Yanuar Santika,18.8,13.5,9.3,8.4,9.2,9.2,9.5,4.4,4.3,4.3,90.9,A,0,180.8,Tidak ada,Menunggu verifikasi
MH-05857,2026-07-04,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-018,22.3,PMN-0794,Priyo Barus,1,< 6 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,14.6,10.5,7.7,7.5,7.5,8.2,8.3,4.2,4.0,3.8,76.3,C,35000,52.4,Kutip ulang + coaching mandor,Terverifikasi
MH-05858,2026-07-04,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-019,20.9,PMN-0793,Lestari Santoso,134,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Yanuar Santika,18.2,14.3,9.6,8.8,9.0,9.5,8.9,4.5,4.5,4.6,91.9,A,0,52.4,Tidak ada,Terverifikasi
MH-05859,2026-07-04,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-007,16.5,PMN-0806,Tono Tarigan,125,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Dewi Lestari,16.6,13.6,9.3,9.0,8.9,8.4,9.2,4.4,4.3,4.6,88.3,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05860,2026-07-04,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-013,24.9,PMN-0792,Teguh Santoso,167,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Yanuar Santika,16.8,13.3,8.6,8.8,9.3,9.5,8.5,4.7,4.7,4.8,89.0,B,0,52.4,Pengarahan ringan,Menunggu verifikasi
MH-05861,2026-07-04,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-020,17.4,PMN-0789,Imam Santoso,10,6-12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,16.3,12.7,8.1,8.3,9.1,8.1,8.0,4.2,4.1,4.5,83.4,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05862,2026-07-04,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-014,22.4,PMN-0796,Bambang Sembiring,4,< 6 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Tri Wibisono,14.6,11.0,7.9,8.0,8.6,8.4,8.4,3.8,4.0,3.7,78.4,C,35000,52.4,Kutip ulang + coaching mandor,Terverifikasi
MH-05863,2026-07-09,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-005,21.4,PMN-0788,Jefri Saputra,7,6-12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Hendra Sitompul,17.2,13.4,8.4,8.6,8.8,9.1,8.3,4.1,4.0,4.5,86.4,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05864,2026-07-09,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-023,17.4,PMN-0789,Imam Santoso,10,6-12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Hendra Sitompul,17.4,12.1,8.7,9.2,8.4,8.8,9.0,4.5,4.0,4.5,86.6,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05865,2026-07-09,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-006,16.5,PMN-0806,Tono Tarigan,125,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Dewi Lestari,17.3,12.5,8.8,8.4,8.4,9.4,9.4,4.8,4.7,4.4,88.1,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05866,2026-07-09,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-018,17.7,PMN-0802,Priyo Harahap,45,> 12 bulan,SKU,Kasno Butar-butar,Hendra Kurniawan,Hendra Sitompul,18.4,14.3,9.6,9.3,8.4,8.6,9.0,4.7,4.5,4.5,91.3,A,0,52.4,Tidak ada,Menunggu verifikasi
MH-05867,2026-07-09,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-015,22.3,PMN-0794,Priyo Barus,1,< 6 bulan,BHL,Untung Kurniawan,Hendra Kurniawan,Dewi Lestari,14.2,10.5,8.4,7.8,8.5,8.5,8.4,4.2,3.9,3.9,78.3,C,35000,52.4,Kutip ulang + coaching mandor,Terverifikasi
MH-05868,2026-07-09,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-010,17.4,PMN-0795,Tono Yusril,20,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Ratna Kusumaningrum,19.0,13.1,9.4,8.4,9.5,8.7,9.1,4.3,4.3,4.6,90.4,A,0,52.4,Tidak ada,Terverifikasi
MH-05869,2026-07-22,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-006,25.4,PMN-0791,Wahyu Tampubolon,61,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Ratna Kusumaningrum,17.5,13.2,9.5,9.0,9.6,9.2,9.2,4.3,4.4,4.6,90.5,A,0,52.4,Tidak ada,Terverifikasi
MH-05870,2026-07-22,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-022,14.1,PMN-0797,Maman Barus,57,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Ratna Kusumaningrum,18.9,13.1,9.0,8.4,9.0,8.6,9.6,4.5,4.6,4.8,90.5,A,0,52.4,Tidak ada,Terverifikasi
MH-05871,2026-07-22,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-010,22.2,PMN-0803,Kasno Sembiring,17,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Tri Wibisono,18.8,13.6,8.9,9.6,9.2,9.4,9.2,4.6,4.4,4.2,91.9,A,0,52.4,Tidak ada,Terverifikasi
MH-05872,2026-07-22,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-020,20.1,PMN-0800,Krisna Purba,15,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Tri Wibisono,18.0,13.0,9.3,9.0,8.9,8.7,9.2,4.8,4.5,4.7,90.1,A,0,52.4,Tidak ada,Menunggu verifikasi
MH-05873,2026-07-22,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-020,15.2,PMN-0801,Fajar Sitompul,38,> 12 bulan,BHL,Kasno Butar-butar,Hendra Kurniawan,Ratna Kusumaningrum,17.3,13.1,9.4,8.7,9.6,8.7,9.5,4.4,4.6,4.5,89.8,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05874,2026-07-22,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-017,21.1,PMN-0798,Krisna Ramadhan,11,6-12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Yanuar Santika,16.4,12.4,8.1,9.0,8.8,9.1,8.3,4.5,4.5,4.1,85.2,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05875,2026-07-02,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-003,17.4,PMN-0789,Imam Santoso,10,6-12 bulan,SKU,Untung Kurniawan,Hendra Kurniawan,Tri Wibisono,18.2,12.4,8.7,9.0,8.2,8.2,9.1,4.6,4.1,4.1,86.6,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05876,2026-07-02,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-017,17.7,PMN-0802,Priyo Harahap,45,> 12 bulan,SKU,Kasno Butar-butar,Hendra Kurniawan,Dewi Lestari,17.6,13.8,9.3,9.3,9.0,8.5,8.5,4.7,4.5,4.4,89.6,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05877,2026-07-02,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-009,16.5,PMN-0806,Tono Tarigan,125,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Yanuar Santika,18.4,13.4,9.3,8.4,9.6,8.9,9.0,4.2,4.5,4.2,89.9,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05878,2026-07-02,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-013,24.9,PMN-0792,Teguh Santoso,167,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Ratna Kusumaningrum,17.7,13.9,9.1,9.1,9.4,9.5,8.8,4.6,4.2,4.3,90.6,A,0,52.4,Tidak ada,Terverifikasi
MH-05879,2026-07-02,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-008,22.2,PMN-0807,Sri Saragih,93,> 12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Dewi Lestari,18.6,12.5,8.4,8.9,9.6,8.4,9.1,4.8,4.6,4.6,89.5,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05880,2026-07-02,7,Jul,RKJ,Estate Rokan Jaya,Riau,Inti,E,RKJ-E-022,21.1,PMN-0798,Krisna Ramadhan,11,6-12 bulan,SKU,Mulyadi Hartanto,Hendra Kurniawan,Yanuar Santika,17.4,12.8,8.2,9.0,8.2,8.0,8.5,4.4,4.4,4.3,85.2,B,0,52.4,Pengarahan ringan,Terverifikasi
MH-05881,2026-01-04,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-011,14.9,PMN-0823,Rudi Sagala,35,> 12 bulan,SKU,Umar Sudarmono,Kurnia Gunadi,Tri Wibisono,16.1,13.6,8.9,8.2,8.9,9.0,8.2,4.2,4.6,4.5,86.2,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05882,2026-01-04,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-004,25.7,PMN-0832,Darto Wibowo,101,> 12 bulan,BHL,Umar Sudarmono,Kurnia Gunadi,Ratna Kusumaningrum,17.3,13.1,8.3,9.3,8.6,8.7,8.2,4.4,4.6,4.6,87.1,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05883,2026-01-04,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-020,22.2,PMN-0815,Deni Saragih,106,> 12 bulan,BHL,Wagimin Lubis,Kurnia Gunadi,Dewi Lestari,18.2,13.2,8.5,9.3,9.3,8.9,8.6,4.2,4.1,4.3,88.6,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05884,2026-01-04,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-022,17.8,PMN-0821,Krisna Damanik,9,6-12 bulan,SKU,Wagimin Lubis,Kurnia Gunadi,Hendra Sitompul,16.5,12.0,7.8,8.8,8.8,8.9,8.6,3.9,4.4,4.1,83.8,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05885,2026-01-04,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-012,19.6,PMN-0818,Marni Ginting,170,> 12 bulan,BHL,Wagimin Lubis,Kurnia Gunadi,Hendra Sitompul,18.5,12.5,8.3,9.4,8.8,8.7,8.2,4.1,4.6,4.6,87.7,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05886,2026-01-04,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-015,16.8,PMN-0817,Eko Sitompul,23,> 12 bulan,BHL,Wagimin Lubis,Kurnia Gunadi,Ratna Kusumaningrum,16.8,12.5,8.1,9.3,8.3,8.9,8.6,4.4,4.5,4.6,86.0,B,0,359.4,Pengarahan ringan,Menunggu verifikasi
MH-05887,2026-01-19,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-022,25.9,PMN-0827,Untung Handoko,45,> 12 bulan,SKU,Lestari Sudarmono,Kurnia Gunadi,Tri Wibisono,16.3,12.7,8.4,8.7,8.1,8.6,9.1,4.2,4.1,4.2,84.4,B,0,359.4,Pengarahan ringan,Menunggu verifikasi
MH-05888,2026-01-19,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-002,21.4,PMN-0808,Feri Sanjaya,37,> 12 bulan,BHL,Lestari Sudarmono,Kurnia Gunadi,Hendra Sitompul,16.5,13.4,8.5,8.3,8.4,9.2,8.5,4.3,4.4,4.2,85.7,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05889,2026-01-19,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-002,20.6,PMN-0819,Kurnia Yusril,85,> 12 bulan,SKU,Umar Sudarmono,Kurnia Gunadi,Dewi Lestari,16.1,12.2,8.8,8.5,9.2,9.3,8.4,4.6,4.1,4.2,85.4,B,0,359.4,Pengarahan ringan,Menunggu verifikasi
MH-05890,2026-01-19,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-011,16.1,PMN-0830,Dewi Lubis,149,> 12 bulan,BHL,Umar Sudarmono,Kurnia Gunadi,Hendra Sitompul,16.5,12.6,8.2,8.3,9.1,8.8,8.2,4.2,4.6,4.5,85.0,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05891,2026-01-19,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-005,21.0,PMN-0829,Iwan Kusuma,160,> 12 bulan,BHL,Umar Sudarmono,Kurnia Gunadi,Hendra Sitompul,16.2,13.5,8.1,8.9,9.0,8.4,9.2,4.4,4.4,4.4,86.5,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05892,2026-01-19,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-020,22.6,PMN-0825,Hadi Adiputra,67,> 12 bulan,BHL,Lestari Sudarmono,Kurnia Gunadi,Dewi Lestari,16.8,13.4,8.5,8.9,8.4,8.4,9.0,4.1,4.4,4.1,86.0,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05893,2026-01-01,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-016,20.8,PMN-0814,Teguh Halim,25,> 12 bulan,SKU,Lestari Sudarmono,Kurnia Gunadi,Dewi Lestari,16.2,12.7,8.9,8.5,8.2,8.3,8.6,4.4,4.5,4.2,84.5,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05894,2026-01-01,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-010,19.6,PMN-0818,Marni Ginting,170,> 12 bulan,BHL,Wagimin Lubis,Kurnia Gunadi,Tri Wibisono,16.7,13.7,9.0,8.1,8.5,8.3,9.1,4.4,4.5,4.6,86.9,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05895,2026-01-01,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-011,17.8,PMN-0821,Krisna Damanik,9,6-12 bulan,SKU,Wagimin Lubis,Kurnia Gunadi,Hendra Sitompul,16.0,12.2,8.7,8.1,8.0,8.7,8.0,4.3,3.9,4.2,82.1,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05896,2026-01-01,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-019,19.5,PMN-0826,Zainal Mangunsong,97,> 12 bulan,SKU,Lestari Sudarmono,Kurnia Gunadi,Tri Wibisono,16.6,13.6,9.3,9.0,8.2,9.0,9.0,4.1,4.2,4.4,87.4,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05897,2026-01-01,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-018,21.0,PMN-0829,Iwan Kusuma,160,> 12 bulan,BHL,Umar Sudarmono,Kurnia Gunadi,Yanuar Santika,18.4,12.5,8.8,8.6,8.4,8.8,9.1,4.4,4.6,4.6,88.2,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05898,2026-01-01,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-002,15.5,PMN-0833,Ade Barus,14,> 12 bulan,BHL,Umar Sudarmono,Kurnia Gunadi,Dewi Lestari,16.4,13.7,8.9,8.2,8.2,8.2,9.0,4.3,4.3,4.5,85.7,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05899,2026-01-06,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-004,19.5,PMN-0826,Zainal Mangunsong,97,> 12 bulan,SKU,Lestari Sudarmono,Kurnia Gunadi,Dewi Lestari,17.1,13.8,9.1,8.3,9.0,9.3,8.4,4.4,4.3,4.2,87.9,B,0,359.4,Pengarahan ringan,Terverifikasi
MH-05900,2026-01-06,1,Jan,RKJ,Estate Rokan Jaya,Riau,Inti,F,RKJ-F-012,25.0,PMN-0828,Jefri Lubis,70,> 12 bulan,SKU,Umar Sudarmono,Kurnia Gunadi,Tri Wibisono,16.5,13.2,9.2,9.1,8.3,9.3,8.7,4.5,4.5,4.1,87.4,B,0,359.4,Pengarahan ringan,Menunggu verifikasi
